Date,Open,High,Low,Close
04/14/2021,"33.6351","33.8139","33.2878","33.4855"
04/15/2021,"33.4827","33.7477","33.3462","33.5717"
04/16/2021,"33.5633","33.7589","33.4268","33.6110"
04/19/2021,"33.6194","33.8997","33.4604","33.7624"
04/20/2021,"33.7652","33.9954","33.6449","33.7652"
04/21/2021,"33.7596","33.9777","33.5526","33.8800"
04/22/2021,"33.8772","34.0625","33.4298","33.5890"
04/23/2021,"33.5862","33.8690","33.4855","33.8153"
04/26/2021,"33.8070","33.9616","33.4735","33.5429"
04/27/2021,"33.5373","34.0123","33.3833","33.5540"
04/28/2021,"33.5567","33.8522","33.3584","33.6483"
04/29/2021,"33.6455","33.9160","33.4635","33.5160"
04/30/2021,"33.5132","33.8181","33.4220","33.4771"
05/03/2021,"33.6309","33.7063","33.5384","33.5941"
05/04/2021,"33.5997","33.6164","33.4186","33.4632"
05/05/2021,"33.4604","33.5526","33.1482","33.3153"
05/06/2021,"33.3181","33.7371","33.1952","33.6052"
05/07/2021,"33.5913","33.9299","33.3252","33.7565"
05/10/2021,"33.7538","33.9116","33.5575","33.7863"
05/11/2021,"33.7835","33.8921","33.4774","33.5934"
05/12/2021,"33.5906","33.8002","33.2598","33.3750"
05/13/2021,"33.3805","33.6944","33.2047","33.3971"
05/14/2021,"33.4054","33.6816","33.3175","33.5851"
05/17/2021,"33.5796","33.7232","33.3257","33.4774"
05/18/2021,"33.4829","33.8008","33.3520","33.5508"
05/19/2021,"33.5535","33.7364","33.3520","33.4218"
05/20/2021,"33.4190","33.8120","33.3329","33.6923"
05/21/2021,"33.6868","33.8340","33.3110","33.4355"
05/24/2021,"33.4383","33.7980","33.3000","33.5398"
05/25/2021,"33.5316","33.9169","33.4778","33.7584"
05/26/2021,"33.7557","33.9841","33.5426","33.5931"
05/27/2021,"33.5904","33.8703","33.4383","33.5986"
05/28/2021,"33.5959","33.7317","33.3312","33.5904"
05/31/2021,"33.5931","33.8229","33.4547","33.8118"
06/01/2021,"33.8063","33.8340","33.4040","33.5316"
06/02/2021,"33.5288","33.6620","33.1674","33.3958"
06/03/2021,"33.4012","33.6014","33.0720","33.1715"
06/04/2021,"33.1688","33.4328","32.8746","33.1538"
06/07/2021,"33.1565","33.5077","32.9778","33.2219"
06/08/2021,"33.2192","33.3164","32.9185","33.0511"
06/09/2021,"33.0484","33.5628","32.9402","33.0728"
06/10/2021,"33.0674","33.2028","32.8590","33.0620"
06/11/2021,"33.0484","33.2246","32.6136","32.7535"
06/14/2021,"32.7508","32.9099","32.5409","32.6675"
06/15/2021,"32.6621","33.0148","32.5033","32.8049"
06/16/2021,"32.7995","33.0502","32.5651","32.5651"
06/17/2021,"32.5705","32.9606","32.3126","32.4507"
06/18/2021,"32.4480","32.6163","32.2556","32.4494"
06/21/2021,"32.4330","32.6081","32.4057","32.5999"
06/22/2021,"32.5971","32.8151","32.3018","32.7849"
06/23/2021,"32.7822","32.9650","32.4185","32.6190"
06/24/2021,"32.6245","33.1655","32.5161","32.8686"
06/25/2021,"32.8796","33.0376","32.5406","32.6436"
06/28/2021,"32.7575","32.8961","32.5561","32.6108"
06/29/2021,"32.6218","32.7273","32.2556","32.4235"
06/30/2021,"32.4207","32.6532","32.2719","32.4303"
07/01/2021,"32.4330","32.7418","32.2627","32.5269"
07/02/2021,"32.5297","32.6675","32.2627","32.5708"
07/05/2021,"32.5763","32.6093","32.3008","32.4494"
07/06/2021,"32.4467","32.6477","32.1551","32.3346"
07/07/2021,"32.3400","32.4830","31.9977","32.1292"
07/08/2021,"32.1346","32.5626","32.0248","32.4030"
07/09/2021,"32.3947","32.5159","32.2300","32.3608"
07/12/2021,"32.3608","32.6120","32.2518","32.3199"
07/13/2021,"32.3281","32.5681","32.1373","32.2060"
07/14/2021,"32.2142","32.4583","32.0883","32.3701"
07/15/2021,"32.3756","32.5077","32.1455","32.3018"
07/16/2021,"32.3100","32.4199","32.0140","32.1700"
07/19/2021,"32.1673","32.3264","31.9434","32.1537"
07/20/2021,"32.1619","32.2799","31.9271","32.1074"
07/21/2021,"32.1019","32.3732","31.9135","32.1428"
07/22/2021,"32.1455","32.3483","31.8825","31.9569"
07/23/2021,"31.9624","32.1924","31.6892","31.8419"
07/26/2021,"31.8447","32.1019","31.6763","31.8078"
07/27/2021,"31.8320","32.1019","31.6011","31.8482"
07/28/2021,"31.8428","32.0248","31.5717","31.9210"
07/29/2021,"31.9183","32.0881","31.7945","31.9180"
07/30/2021,"31.9207","32.1395","31.7697","31.8670"
08/02/2021,"31.8696","32.1557","31.7510","31.9964"
08/03/2021,"31.9937","32.1557","31.7617","31.9776"
08/04/2021,"31.9722","32.1774","31.7945","31.8994"
08/05/2021,"31.9021","32.1714","31.7703","31.8913"
08/06/2021,"31.8886","31.9988","31.4728","31.5850"
08/09/2021,"31.5877","31.7161","31.2858","31.3925"
08/10/2021,"31.3979","31.6353","31.2618","31.4750"
08/11/2021,"31.4696","31.6784","31.2751","31.6407"
08/12/2021,"31.6353","31.6596","31.2485","31.3818"
08/13/2021,"31.3791","31.6602","31.2725","31.5530"
08/16/2021,"31.5610","31.7674","31.2746","31.6173"
08/17/2021,"31.6253","31.7161","31.2192","31.3256"
08/18/2021,"31.3176","31.4776","31.0808","31.2032"
08/19/2021,"31.2139","31.4159","30.9852","31.2400"
08/20/2021,"31.2320","31.3783","30.9932","31.2962"
08/23/2021,"31.2935","31.4353","31.1606","31.4193"
08/24/2021,"31.4246","31.4754","31.3711","31.4514"
08/25/2021,"31.4487","31.5770","31.2565","31.4942"
08/26/2021,"31.4888","31.8176","31.3338","31.6757"
08/27/2021,"31.6730","31.9150","31.4621","31.7889"
08/30/2021,"31.7997","31.9366","31.5370","31.6736"
08/31/2021,"31.6790","32.0394","31.6466","31.8293"
09/01/2021,"31.8266","32.1470","31.6656","32.0259"
09/02/2021,"32.0286","32.2981","31.8213","32.1233"
09/03/2021,"32.1260","32.2583","31.8643","31.8992"
09/06/2021,"31.8965","32.1260","31.6216","31.7536"
09/07/2021,"31.7563","32.0261","31.5470","31.5576"
09/08/2021,"31.5630","31.8805","31.4804","31.6092"
09/09/2021,"31.6065","31.8832","31.4617","31.5150"
09/10/2021,"31.5123","31.8913","31.3941","31.5958"
09/13/2021,"31.5958","31.8933","31.3684","31.5958"
09/14/2021,"31.5931","31.7837","31.3383","31.5824"
09/15/2021,"31.5744","31.7461","31.3463","31.4937"
09/16/2021,"31.4883","31.6522","31.2959","31.4701"
09/17/2021,"31.4728","31.6495","31.2911","31.3658"
09/20/2021,"31.3738","31.4830","31.1819","31.3738"
09/21/2021,"31.3711","31.5448","31.2352","31.3684"
09/22/2021,"31.3711","31.5179","31.1286","31.1472"
09/23/2021,"31.1499","31.4246","30.9717","31.2858"
09/24/2021,"31.2831","31.5206","31.1472","31.3577"
09/27/2021,"31.3417","31.4857","31.0277","31.1685"
09/28/2021,"31.1659","31.3096","30.8738","31.0197"
09/29/2021,"31.0224","31.2588","30.8286","30.9100"
09/30/2021,"30.9127","31.1662","30.7144","30.8514"
10/01/2021,"30.8701","31.0528","30.7277","30.8967"
10/04/2021,"30.9047","31.0822","30.7019","30.8498"
10/05/2021,"30.8525","30.9527","30.5305","30.6728"
10/06/2021,"30.6781","30.7542","30.2676","30.5723"
10/07/2021,"30.5670","30.6879","30.3306","30.4461"
10/08/2021,"30.4409","30.7542","30.3227","30.6199"
10/11/2021,"30.6278","30.7463","30.3700","30.5564"
10/12/2021,"30.5590","30.7144","30.2939","30.5009"
10/13/2021,"30.4956","31.1475","30.3096","30.6754"
10/14/2021,"30.6675","30.7257","30.5331","30.6754"
10/15/2021,"30.6781","30.7363","30.6490","30.6781"
10/18/2021,"30.6834","30.8994","30.3936","30.5937"
10/19/2021,"30.5990","30.8553","30.5117","30.6649"
10/20/2021,"30.6543","30.7070","30.3850","30.5852"
10/21/2021,"30.5905","30.9188","30.4269","30.6359"
10/22/2021,"30.6280","30.8077","30.5249","30.6886"
10/25/2021,"30.6859","30.9367","30.5489","30.7098"
10/26/2021,"30.7072","30.9500","30.5542","30.6701"
10/27/2021,"30.6728","30.8578","30.5331","30.6913"
10/28/2021,"30.6939","30.8124","30.4094","30.7861"
10/29/2021,"30.7834","30.8791","30.3961","30.4646"
11/01/2021,"30.4699","30.7064","30.3359","30.5805"
11/02/2021,"30.5832","30.7125","30.4041","30.5120"
11/03/2021,"30.5147","30.6516","30.2569","30.5963"
11/04/2021,"30.5990","30.6148","30.0630","30.2177"
11/05/2021,"30.2203","30.4725","30.0057","30.2491"
11/08/2021,"30.2072","30.4541","30.0943","30.3040"
11/09/2021,"30.3066","30.4592","30.1438","30.3170"
11/10/2021,"30.3223","30.4041","30.1177","30.1416"
11/11/2021,"30.1311","30.2485","29.8416","29.9431"
11/12/2021,"29.9405","30.2840","29.7999","30.1563"
11/15/2021,"30.1695","30.4170","29.8286","29.9508"
11/16/2021,"29.9587","30.2998","29.9191","30.0533"
11/17/2021,"30.0560","30.2690","29.7769","30.0560"
11/18/2021,"30.0507","30.2438","29.8348","30.1993"
11/19/2021,"30.1940","30.3172","29.8887","30.0626"
11/22/2021,"30.0866","30.3309","29.9099","30.1700"
11/23/2021,"30.1754","30.4949","29.6530","30.3174"
11/24/2021,"30.3121","30.4420","30.0814","30.2947"
11/25/2021,"30.2974","30.5732","30.2312","30.4338"
11/26/2021,"30.4365","30.8130","30.3299","30.7298"
11/29/2021,"30.6836","30.9431","30.4705","30.8823"
11/30/2021,"30.8878","31.1709","30.6222","30.9029"
12/01/2021,"30.8975","31.2734","30.6436","31.0721"
12/02/2021,"31.0748","31.1853","30.7786","30.7994"
12/03/2021,"30.7939","31.0611","30.6375","30.9425"
12/06/2021,"30.9479","31.1632","30.7231","30.8659"
12/07/2021,"30.8686","31.0888","30.6222","30.8194"
12/08/2021,"30.8167","31.0007","30.5994","30.9111"
12/09/2021,"30.9084","31.0830","30.4306","30.6592"
12/10/2021,"30.6646","30.9952","30.2667","30.4980"
12/13/2021,"30.4926","30.9897","30.2372","30.5273"
12/14/2021,"30.5246","30.7966","30.2694","30.5696"
12/15/2021,"30.5669","30.9293","30.4840","30.7694"
12/16/2021,"30.7558","31.0464","30.5841","30.8729"
12/17/2021,"30.8811","31.1160","30.7291","30.7401"
12/20/2021,"30.8634","31.0227","30.6577","30.8385"
12/21/2021,"30.8495","31.0227","30.5832","30.7585"
12/22/2021,"30.7612","31.0776","30.5859","30.9780"
12/23/2021,"30.9835","31.1187","30.6537","30.7542"
12/24/2021,"30.7515","31.1242","30.7189","30.9671"
12/27/2021,"30.9616","30.9944","30.7994","30.9808"
12/28/2021,"30.9780","31.0995","30.6510","30.7053"
12/29/2021,"30.7026","30.9643","30.6157","30.8139"
12/30/2021,"30.8166","31.1325","30.6999","30.9780"
12/31/2021,"30.9808","31.1449","30.9151","31.1066"
01/03/2022,"31.0956","31.1257","30.8495","30.9014"
01/04/2022,"30.8987","31.2321","30.7203","31.0943"
01/05/2022,"31.0971","31.3648","30.8631","31.1715"
01/06/2022,"31.1742","31.3150","30.9787","31.1247"
01/07/2022,"31.1136","31.3147","31.1054","31.3010"
01/10/2022,"31.3037","31.3648","30.9925","31.2101"
01/11/2022,"31.2045","31.5726","31.0940","31.5532"
01/12/2022,"31.5449","31.8980","31.3065","31.8646"
01/13/2022,"31.8618","32.1916","31.5076","32.0154"
01/14/2022,"32.0182","32.2782","31.8085","32.0233"
01/17/2022,"32.0205","32.4686","31.8228","32.3403"
01/18/2022,"32.3431","32.6396","31.7449","32.1135"
01/19/2022,"32.0937","32.4848","32.0257","32.1560"
01/20/2022,"32.1617","32.4029","32.0144","32.0653"
01/21/2022,"32.0710","32.2865","31.9433","32.0483"
01/24/2022,"32.0454","32.6626","31.9748","32.2239"
01/25/2022,"32.2268","32.6424","32.1557","32.4919"
01/26/2022,"32.4890","32.7844","32.3473","32.5471"
01/27/2022,"32.5442","32.6786","32.1548","32.2634"
01/28/2022,"32.2692","32.3574","31.7776","32.0462"
01/31/2022,"32.0319","32.1440","31.6032","31.9565"
02/01/2022,"31.9650","32.2528","31.7121","32.0703"
02/02/2022,"32.0731","32.3502","31.9098","32.0511"
02/03/2022,"32.0483","32.4174","31.7969","32.3166"
02/04/2022,"32.3138","32.6052","31.8841","32.2276"
02/07/2022,"32.2754","32.4254","31.8312","31.9818"
02/08/2022,"31.9790","32.1769","31.7393","32.0289"
02/09/2022,"32.0233","32.2163","31.8228","31.9259"
02/10/2022,"31.9371","32.2811","31.7031","32.0598"
02/11/2022,"32.0570","32.1980","31.6892","31.9461"
02/14/2022,"31.9545","32.8366","31.9038","32.2858"
02/15/2022,"32.2801","32.4275","31.9123","32.0850"
02/16/2022,"32.0878","32.2411","31.8522","32.0164"
02/17/2022,"32.0193","32.4714","31.8690","32.2099"
02/18/2022,"32.2071","32.4771","32.0822","32.2097"
02/21/2022,"32.1955","32.6327","32.1869","32.5235"
02/22/2022,"32.5206","33.1798","32.3416","33.0168"
02/23/2022,"33.0255","33.9289","32.8745","33.8630"
02/24/2022,"33.8600","33.8840","32.9645","33.5246"
02/25/2022,"33.5276","33.8979","33.4276","33.8769"
02/28/2022,"33.5826","33.9052","33.5344","33.8268"
03/01/2022,"33.8208","33.8690","33.3270","33.4292"
03/02/2022,"33.4412","33.5163","33.2338","33.4171"
03/03/2022,"33.4141","33.4262","33.1617","33.2519"
03/04/2022,"33.2609","33.3716","32.8319","32.9615"
03/07/2022,"32.9465","32.9650","32.5938","32.6148"
03/08/2022,"32.6178","32.9333","32.6028","32.7500"
03/09/2022,"32.7470","33.4530","32.7260","33.3957"
03/10/2022,"33.3987","33.4017","32.3258","32.3612"
03/11/2022,"32.3553","32.6336","32.1079","32.1344"
03/14/2022,"32.1609","33.0550","32.1315","32.2257"
03/15/2022,"32.2198","32.6076","32.1904","32.3706"
03/16/2022,"32.3765","32.6454","32.2669","32.6129"
03/17/2022,"32.6099","33.0257","32.4584","32.8923"
03/18/2022,"32.8863","32.9694","32.4053","32.5438"
03/21/2022,"32.6056","32.6602","32.4230","32.4466"
03/22/2022,"32.4407","32.6610","32.2787","32.4790"
03/23/2022,"32.4819","32.5261","32.2905","32.4112"
03/24/2022,"32.4083","32.4770","32.2964","32.3877"
03/25/2022,"32.3847","32.5804","32.3847","32.4563"
03/28/2022,"32.4651","32.6136","32.2434","32.4711"
03/29/2022,"32.4563","32.8029","32.4179","32.6527"
03/30/2022,"32.6468","33.0118","32.5712","32.9793"
03/31/2022,"32.9734","33.0532","32.6838","32.7015"
04/01/2022,"32.6986","32.8389","32.4790","32.5320"
04/04/2022,"32.5114","32.5585","32.2787","32.3141"
04/05/2022,"32.3170","32.3612","32.0991","32.1167"
04/06/2022,"32.1197","32.3233","32.0402","32.0873"
04/07/2022,"32.0932","32.2169","31.9989","32.0490"
04/08/2022,"32.0402","32.0987","31.9135","32.0343"
04/11/2022,"32.1462","32.2317","32.0254","32.1637"
04/12/2022,"32.1667","32.2199","31.9776","31.9894"
04/13/2022,"31.9983","32.1599","31.8340","32.0755"
04/14/2022,"32.0696","32.1521","31.6838","32.0071"
04/15/2022,"31.9983","32.0739","31.9037","31.9569"
04/18/2022,"31.8105","32.0680","31.7869","31.9672"
04/19/2022,"31.9702","32.0621","31.8594","31.8771"
04/20/2022,"31.8801","32.9161","31.8653","32.4007"
04/21/2022,"32.4037","32.6770","31.8959","31.9076"
04/22/2022,"31.9106","32.3709","31.8576","32.2336"
04/25/2022,"32.8827","32.8827","31.5366","32.5094"
04/26/2022,"32.5155","32.5732","31.8933","32.2879"
04/27/2022,"32.2849","32.3395","31.7156","32.0481"
04/28/2022,"32.0451","32.1720","31.4700","31.7610"
04/29/2022,"31.7580","32.0454","31.0330","31.9062"
05/02/2022,"32.0481","32.0481","30.8946","30.9505"
05/03/2022,"30.9387","31.1537","30.8542","30.8748"
05/04/2022,"30.8806","31.3128","30.8748","31.2833"
05/05/2022,"31.2804","31.5649","31.0509","31.4604"
05/06/2022,"31.4694","32.0514","31.0389","31.9062"
05/09/2022,"32.0299","32.1513","31.4730","32.0512"
05/10/2022,"32.0481","32.0815","31.5082","31.8518"
05/11/2022,"31.8548","32.0997","31.0536","31.8034"
05/12/2022,"31.8004","31.9601","30.6005","30.6803"
05/13/2022,"30.6744","30.8968","30.5887","30.7660"
05/16/2022,"30.7690","30.8635","30.6118","30.8310"
05/17/2022,"30.8340","31.1915","30.8163","31.1768"
05/18/2022,"31.1827","31.2181","30.9108","30.9167"
05/19/2022,"30.9256","31.4542","30.8710","31.3801"
05/20/2022,"31.3920","31.4276","31.1915","31.3179"
05/23/2022,"31.3179","31.6914","31.1886","31.5993"
05/24/2022,"31.5964","31.7863","31.1649","31.7264"
05/25/2022,"31.7234","31.7441","31.3003","31.5639"
05/26/2022,"31.5698","31.7146","31.4453","31.7057"
05/27/2022,"31.6939","31.8121","31.6112","31.7234"
05/30/2022,"31.7057","31.8801","31.6691","31.8535"
05/31/2022,"31.8594","31.8990","31.5580","31.7205"
06/01/2022,"31.7175","31.7471","31.4073","31.4723"
06/02/2022,"31.4811","31.7737","31.4516","31.7559"
06/03/2022,"31.7619","31.8062","31.5277","31.5690"
06/06/2022,"31.5719","31.7766","31.5425","31.5993"
06/07/2022,"31.5964","31.7418","31.4782","31.6318"
06/08/2022,"31.6200","31.7648","31.4600","31.6703"
06/09/2022,"31.6437","31.8357","31.3541","31.3748"
06/10/2022,"31.3777","31.7112","31.1577","31.1844"
06/13/2022,"31.1933","31.2271","30.7335","30.7512"
06/14/2022,"30.7572","31.0866","30.7247","30.7808"
06/15/2022,"30.7838","31.0290","30.6124","30.8665"
06/16/2022,"30.8635","31.4335","30.7149","31.2793"
06/17/2022,"31.2852","31.3149","30.7608","31.0172"
06/20/2022,"31.0290","31.2674","30.9492","31.0586"
06/21/2022,"31.0615","31.2684","30.9711","31.1354"
06/22/2022,"31.1236","31.2362","30.9535","31.1243"
06/23/2022,"31.1213","31.1590","30.8769","31.0911"
06/24/2022,"31.0999","31.2388","31.0645","31.1915"
06/27/2022,"31.1945","31.3742","31.0860","31.2743"
06/28/2022,"31.2713","31.4453","31.0408","31.0852"
06/29/2022,"31.0822","31.2408","30.8369","30.8576"
06/30/2022,"30.8606","31.0421","30.6803","30.9817"
07/01/2022,"30.9847","30.9936","30.6330","30.8133"
07/04/2022,"30.8192","31.0065","30.6796","30.8044"
07/05/2022,"30.7956","30.9828","30.2459","30.3316"
07/06/2022,"30.3523","30.4580","30.0273","30.0923"
07/07/2022,"30.0952","30.3098","29.9741","30.0273"
07/08/2022,"30.0302","30.1585","29.7731","30.0982"
07/11/2022,"30.0982","30.0982","29.6490","29.6756"
07/12/2022,"29.6697","29.9679","29.6135","29.7583"
07/13/2022,"29.7672","29.9120","29.5486","29.7229"
07/14/2022,"29.7259","29.7938","29.4097","29.6047"
07/15/2022,"29.6018","29.9006","29.5722","29.8056"
07/18/2022,"29.7909","30.1484","29.6812","29.9770"
07/19/2022,"29.9800","30.4536","29.9298","30.2193"
07/20/2022,"30.2253","30.4610","30.0095","30.0923"
07/21/2022,"30.0746","34.1788","30.0716","34.0165"
07/22/2022,"34.0131","37.7916","33.9267","37.6442"
